,,Control,15c,15c,Control,15an,15a,15an,15a
ENSG00000243905,,6,22,0,16,24,14,14,12
ENSG00000260063,,0,4,2,0,0,0,0,10
ENSG00000117713,,692,1568,318,1207,2419,1081,893,834
ENSG00000060642,,31,80,13,26,179,46,50,38
ENSG00000204160,,295,812,199,397,1408,686,560,627
ENSG00000175793,,322,707,197,431,899,772,300,396
ENSG00000142751,,56,254,61,246,548,226,245,164
ENSG00000198746,,29,71,6,130,202,132,76,46
ENSG00000090273,,648,1218,522,685,1566,1391,444,706
ENSG00000175707,,0,8,0,11,16,30,2,50
ENSG00000172746,,1,0,0,0,0,0,0,0
ENSG00000225294,,0,0,0,4,4,0,0,0
ENSG00000253368,,3849,9092,3045,5249,15564,9328,4917,5576
ENSG00000158246,,83,60,40,183,165,102,26,12
ENSG00000090020,,247,472,104,324,698,397,276,400
ENSG00000214973,,2,2,0,0,3,1,1,6
ENSG00000225159,,54,67,34,44,105,138,71,67
ENSG00000142784,,252,879,206,535,1292,702,552,466
ENSG00000252098,,0,0,0,0,0,0,9,0
ENSG00000243659,,0,0,0,0,5,0,0,0
ENSG00000186501,,147,302,74,108,508,210,183,157
ENSG00000206888,,2,1,0,0,1,1,5,1
ENSG00000241547,,0,16,14,0,0,0,0,0
ENSG00000142765,,2,28,6,45,96,67,32,31
ENSG00000142733,,208,350,96,187,475,276,214,198
ENSG00000181773,,2,26,0,8,11,4,37,5
ENSG00000158195,,933,2507,628,1450,4416,2313,1860,1500
ENSG00000241169,,6,6,0,26,34,18,1,0
ENSG00000237429,,0,1,0,10,2,8,4,0
ENSG00000126705,,486,1659,592,945,2815,1163,895,932
ENSG00000000938,,0,0,0,0,22,0,0,0
ENSG00000235912,,6,9,0,15,4,29,9,9
ENSG00000233975,,0,0,0,0,0,0,0,0
ENSG00000126709,,10,19,8,18,90,31,3,48
ENSG00000225886,,0,11,0,0,0,0,16,0
ENSG00000009780,,16,54,34,47,36,37,12,26
ENSG00000231344,,0,0,0,0,0,0,0,0
ENSG00000117758,,78,164,4,108,292,260,91,62
ENSG00000269971,,0,0,0,5,0,0,0,0
ENSG00000270031,,0,0,0,0,0,0,0,18
ENSG00000117751,,16,127,18,66,218,237,29,179
ENSG00000252947,,32,80,32,30,152,62,77,31
ENSG00000130775,,0,24,0,0,0,3,0,0
ENSG00000117748,,234,221,80,158,444,187,160,168
ENSG00000130768,,0,8,0,0,4,24,0,2
ENSG00000158156,,80,174,34,105,351,123,83,59
ENSG00000158161,,176,322,73,229,529,233,274,138
ENSG00000238231,,0,0,0,0,0,0,0,0
ENSG00000240750,,0,6,0,0,13,7,0,6
ENSG00000228589,,37,34,2,18,104,43,18,19
ENSG00000214812,,0,0,2,0,0,0,0,0
ENSG00000169403,,14,14,0,4,0,14,10,10
ENSG00000126698,,297,223,92,308,776,446,219,222
ENSG00000130770,,162,450,127,385,609,423,335,348
ENSG00000270605,,20,0,4,10,8,0,0,0
ENSG00000130766,,114,338,103,216,457,279,317,183
ENSG00000130772,,36,138,16,129,216,207,62,100
ENSG00000204138,,151,264,149,285,510,384,212,212
ENSG00000206779,,0,0,0,0,20,0,4,0
ENSG00000229820,,0,0,0,6,0,11,0,0
ENSG00000221216,,0,0,0,0,0,0,0,0
ENSG00000180198,,432,514,149,393,920,783,384,283
ENSG00000242125,,176,454,92,446,639,535,279,325
ENSG00000200087,,5985,16583,3107,8809,29993,15833,11244,6965
ENSG00000231468,,0,18,0,22,0,19,2,0
ENSG00000279443,,20,21,15,0,18,13,2,1
ENSG00000180098,,93,103,25,118,190,63,89,49
ENSG00000197989,,40,125,18,57,147,77,89,58
ENSG00000221539,,47,245,64,136,230,240,178,135
ENSG00000120656,,70,119,20,132,218,76,165,82
ENSG00000188060,,22,184,30,50,57,104,112,80
ENSG00000229388,,0,0,0,0,0,0,0,0
ENSG00000162419,,45,177,54,114,315,80,81,136
ENSG00000252777,,0,8,0,0,0,0,0,0
ENSG00000198492,,199,516,44,327,800,466,153,310
ENSG00000159023,,445,1022,277,567,1352,615,688,712
ENSG00000225616,,8,22,6,13,53,21,1,18
ENSG00000206704,,0,0,0,0,16,0,0,0
ENSG00000277958,,0,10,0,24,0,0,2,0
ENSG00000253304,,97,231,48,143,329,260,254,106
ENSG00000225750,,0,11,0,0,0,0,0,0
ENSG00000116350,,388,682,169,478,1114,658,658,462
ENSG00000227637,,14,0,0,0,0,0,6,0
ENSG00000277916,,0,20,18,0,26,0,0,4
ENSG00000116353,,95,245,42,155,592,205,127,184
ENSG00000237934,,0,0,0,0,2,2,0,0
ENSG00000060656,,0,10,0,12,40,52,18,2
ENSG00000162510,,0,0,0,22,0,0,16,14
ENSG00000186056,,18,8,6,0,94,24,44,2
ENSG00000162511,,0,0,0,0,0,0,0,0
ENSG00000223382,,0,0,0,0,0,0,0,0
ENSG00000162512,,429,952,251,546,1102,1002,333,509
ENSG00000134644,,744,1422,500,865,2533,1182,968,739
ENSG00000232768,,0,0,0,0,22,0,0,48
ENSG00000060688,,227,255,121,237,591,343,251,131
ENSG00000229447,,0,0,0,0,0,0,2,0
ENSG00000121766,,95,122,36,46,293,149,108,46
ENSG00000229044,,0,1,0,0,10,0,0,0
ENSG00000121769,,0,25,1,0,67,20,42,34
ENSG00000168528,,171,1177,232,497,1560,741,753,524
ENSG00000279468,,8,87,0,22,35,22,40,7
ENSG00000215899,,0,0,0,0,2,8,0,16
ENSG00000206981,,3,0,0,0,0,0,0,0
ENSG00000260386,,20,7,14,26,42,12,12,0
ENSG00000265961,,0,0,0,0,22,0,0,0
ENSG00000223907,,0,0,6,2,12,0,0,30
ENSG00000142910,,332,591,160,459,609,627,597,579
ENSG00000121764,,0,0,0,0,8,0,38,24
ENSG00000162517,,171,313,57,182,661,381,247,222
ENSG00000235790,,0,0,0,0,0,0,0,8
ENSG00000264078,,14,0,0,0,0,0,0,0
ENSG00000084636,,4,70,13,10,62,26,24,0
ENSG00000121753,,42,97,34,66,120,63,53,82
ENSG00000266580,,0,0,0,0,0,0,0,0
ENSG00000254545,,8,2,0,0,0,0,0,0
ENSG00000134668,,46,583,76,163,767,389,409,325
ENSG00000203620,,0,0,0,0,0,0,1,0
ENSG00000269967,,10,24,0,7,16,0,0,12
ENSG00000184007,,807,1945,452,837,2759,1605,1080,759
ENSG00000228634,,66,55,12,2,35,44,39,55
ENSG00000121774,,1021,1535,481,1377,3088,1844,1112,1007
ENSG00000203325,,0,12,0,0,14,1,2,12
ENSG00000121775,,44,108,21,142,224,127,58,41
ENSG00000266203,,0,0,0,0,6,0,0,0
ENSG00000276493,,0,0,0,2,10,0,0,1
ENSG00000025800,,517,1331,264,705,2304,1190,811,523
ENSG00000084652,,533,1453,510,997,2304,1523,1082,806
ENSG00000160050,,32,98,26,50,59,112,59,72
ENSG00000224066,,0,0,0,0,0,0,0,0
ENSG00000160051,,12,50,10,10,51,26,12,0
ENSG00000222046,,58,22,0,4,66,24,60,4
ENSG00000160055,,28,66,10,36,105,71,86,65
ENSG00000084623,,473,892,306,941,2061,1293,778,811
ENSG00000220785,,6,54,0,9,95,33,18,30
ENSG00000183615,,2,22,10,0,2,20,32,2
ENSG00000116478,,420,1169,302,612,1655,811,714,692
ENSG00000175130,,914,2357,847,1482,4351,2471,1890,1120
ENSG00000162526,,0,24,0,0,8,0,6,28
ENSG00000225828,,0,57,12,13,40,19,14,34
ENSG00000160058,,219,853,157,402,1060,669,572,333
ENSG00000229259,,0,16,0,0,0,0,0,0
ENSG00000263529,,0,0,1,0,4,3,2,0
ENSG00000254553,,0,0,0,10,0,0,0,0
ENSG00000160062,,4,44,4,34,67,41,15,16
ENSG00000176261,,78,106,54,77,119,97,70,103
ENSG00000200591,,0,0,0,0,20,4,0,0
ENSG00000162521,,391,642,143,565,1219,706,513,321
ENSG00000162520,,0,16,0,20,47,36,20,0
ENSG00000224409,,0,2,20,0,12,0,0,0
ENSG00000162522,,822,2510,744,1377,3415,2230,1670,1461
ENSG00000134684,,702,1517,391,1057,2724,1451,1093,881
ENSG00000116497,,133,328,97,144,279,208,248,67
ENSG00000160097,,0,0,0,0,0,11,8,0
ENSG00000121905,,0,9,0,4,0,0,12,4
ENSG00000121900,,37,206,67,123,362,147,97,177
ENSG00000116514,,180,633,191,310,562,469,464,349
ENSG00000217644,,0,0,0,0,16,0,0,0
ENSG00000236065,,0,2,0,6,8,0,2,0
ENSG00000004455,,638,1044,315,822,1763,1330,829,548
ENSG00000276645,,2,0,0,1,0,0,4,6
ENSG00000142920,,16,28,4,28,69,30,16,4
ENSG00000278997,,0,2,0,6,10,24,0,23
ENSG00000116525,,54,208,2,85,126,66,46,45
ENSG00000279179,,31,10,0,15,40,17,29,0
ENSG00000160094,,41,170,38,71,254,166,126,50
ENSG00000270115,,14,0,0,0,0,0,0,0
ENSG00000225313,,6,29,6,16,22,0,16,36
ENSG00000134686,,662,1411,495,1260,2386,1517,1080,959
ENSG00000266239,,0,0,0,0,6,0,0,0
ENSG00000222112,,0,4,0,0,2,0,0,0
ENSG00000233246,,0,0,0,20,0,0,22,0
ENSG00000121903,,19,72,18,87,76,78,18,10
ENSG00000235907,,0,0,0,0,12,0,0,0
ENSG00000121904,,0,0,0,10,0,0,0,0
ENSG00000163866,,83,226,55,110,375,200,134,139
ENSG00000189280,,0,0,0,0,0,0,0,0
ENSG00000189433,,0,18,0,0,0,0,0,0
ENSG00000188910,,0,22,0,9,28,2,12,0
ENSG00000187513,,0,0,0,0,0,0,0,0
ENSG00000230163,,4,30,0,14,14,0,17,0
ENSG00000116544,,0,0,0,0,0,0,0,0
ENSG00000241014,,43,63,0,13,62,61,41,22
ENSG00000243749,,0,0,0,0,20,0,0,0
ENSG00000163867,,14,144,44,59,168,80,45,80
ENSG00000197056,,115,69,54,56,210,133,40,47
ENSG00000228348,,0,0,0,6,0,0,6,0
ENSG00000116560,,1086,1934,511,1440,3191,1942,1423,1277
ENSG00000146463,,102,334,122,251,593,246,189,117
ENSG00000240374,,0,0,0,4,5,12,10,0
ENSG00000201542,,0,0,0,0,0,0,0,0
ENSG00000229994,,18,56,4,32,28,26,6,0
ENSG00000227409,,0,0,0,0,0,0,5,0
ENSG00000142687,,207,652,201,479,976,639,582,355
ENSG00000020129,,115,349,90,169,640,236,450,143
ENSG00000239636,,14,7,12,0,4,0,0,8
ENSG00000116819,,22,31,0,4,4,0,8,4
ENSG00000126067,,326,855,178,496,1414,844,333,245
ENSG00000142686,,36,52,48,32,183,53,66,22
ENSG00000092853,,24,5,4,72,84,78,18,26
ENSG00000134698,,76,192,47,92,310,187,138,54
ENSG00000092847,,179,163,123,269,507,216,104,206
ENSG00000271914,,0,0,0,0,0,0,0,0
ENSG00000126070,,237,459,185,408,875,383,310,378
ENSG00000271554,,0,0,0,0,8,0,0,0
ENSG00000092850,,0,0,0,0,4,12,22,8
ENSG00000116863,,91,196,58,132,226,150,102,64
ENSG00000171812,,34,66,4,19,53,61,46,24
ENSG00000054116,,344,637,256,353,1027,566,410,286
ENSG00000116871,,548,1231,284,855,1964,1427,843,756
ENSG00000054118,,478,1155,349,656,1634,1127,673,595
ENSG00000231849,,0,6,0,0,0,0,0,0
ENSG00000278491,,0,0,0,0,0,0,0,0
ENSG00000214193,,90,385,75,231,576,313,285,239
ENSG00000142694,,156,332,94,203,505,251,185,216
ENSG00000116883,,40,37,26,60,97,66,78,16
ENSG00000196182,,194,468,148,299,703,547,336,330
ENSG00000181817,,52,218,2,112,259,170,115,57
ENSG00000116885,,0,14,18,24,97,28,0,0
ENSG00000201448,,16,0,16,20,18,10,12,0
ENSG00000116898,,184,431,192,334,921,424,303,358
ENSG00000119535,,10,2,0,0,28,2,0,34
ENSG00000233621,,8,22,26,32,42,24,11,0
ENSG00000163874,,247,592,241,291,720,490,346,380
ENSG00000163875,,73,79,34,106,270,211,72,72
ENSG00000263675,,0,0,0,0,0,0,11,2
ENSG00000163877,,62,200,70,96,263,190,238,78
ENSG00000232273,,2,12,0,0,30,16,0,0
ENSG00000237749,,2,10,0,0,29,0,0,6
ENSG00000163879,,24,36,20,34,79,58,57,11
ENSG00000134697,,152,349,46,190,659,325,207,192
ENSG00000116922,,72,185,84,116,459,249,158,86
ENSG00000134690,,225,128,64,156,388,196,48,214
ENSG00000183317,,0,0,0,0,10,0,0,0
ENSG00000185090,,77,302,44,142,524,255,178,111
ENSG00000196449,,28,95,64,28,158,104,86,66
ENSG00000197982,,189,615,142,356,791,376,287,236
ENSG00000188786,,121,368,58,112,453,293,160,131
ENSG00000235673,,0,14,0,0,0,0,0,0
ENSG00000204084,,35,37,21,51,78,64,27,12
ENSG00000252448,,6,0,0,0,0,0,0,0
ENSG00000222282,,0,0,0,0,0,0,0,0
ENSG00000277168,,0,0,0,0,0,0,0,0
ENSG00000183431,,238,472,109,399,833,628,410,281
ENSG00000212541,,2,0,0,0,1,0,0,0
ENSG00000183386,,36,70,33,38,122,171,52,104
ENSG00000183520,,188,376,49,210,571,336,236,200
ENSG00000185668,,0,0,0,0,0,0,0,0
ENSG00000200796,,0,0,0,0,0,0,0,0
ENSG00000215895,,1,0,0,2,0,0,1,0
ENSG00000116954,,116,159,64,115,503,193,186,126
ENSG00000228436,,15,28,0,13,23,6,0,1
ENSG00000214114,,4,17,33,50,127,34,26,73
ENSG00000131233,,0,0,0,0,0,4,0,0
ENSG00000158315,,29,52,9,20,44,51,65,13
ENSG00000174574,,188,549,234,399,1256,648,357,325
ENSG00000168653,,281,325,138,225,629,368,161,282
ENSG00000127603,,826,2119,528,1162,3082,1912,1315,1107
ENSG00000206654,,0,0,0,0,0,0,0,0
ENSG00000222378,,0,6,0,0,8,0,0,0
ENSG00000226438,,0,1,0,0,0,12,0,0
ENSG00000183682,,0,0,0,0,0,0,14,0
ENSG00000237624,,0,0,0,0,0,0,0,0
ENSG00000182109,,0,8,0,2,0,2,0,0
ENSG00000243970,,10,0,0,0,2,0,0,0
ENSG00000090621,,856,1685,630,1014,3103,1849,988,975
ENSG00000228060,,4,4,0,0,23,0,0,0
ENSG00000201457,,157,435,157,254,798,356,297,234
ENSG00000116983,,0,0,0,0,0,0,7,0
ENSG00000084072,,75,252,72,156,389,206,209,174
ENSG00000116985,,14,0,1,8,20,0,0,0
ENSG00000261798,,0,0,0,0,0,0,0,0
ENSG00000043514,,52,155,47,124,250,119,48,55
ENSG00000202222,,0,0,0,0,0,0,15,0
ENSG00000116990,,14,6,0,16,6,30,22,0
ENSG00000236546,,0,0,0,0,0,0,0,0
ENSG00000168389,,2,0,0,46,24,10,12,18
ENSG00000228477,,8,14,0,10,18,4,3,0
ENSG00000131236,,681,1390,450,737,2051,1377,980,895
ENSG00000131238,,341,640,170,314,1197,658,552,486
ENSG00000117000,,216,304,51,207,501,268,183,162
ENSG00000207508,,0,2,0,0,0,0,0,0
ENSG00000188800,,0,0,0,0,0,0,0,0
ENSG00000259943,,44,35,8,6,38,72,20,2
ENSG00000084073,,142,446,165,315,632,430,327,218
ENSG00000231296,,0,0,0,0,0,2,0,0
ENSG00000049089,,12,14,0,16,14,18,14,30
ENSG00000084070,,140,499,40,215,551,301,195,187
ENSG00000187801,,10,20,0,2,30,35,40,6
ENSG00000260920,,0,30,0,18,8,12,2,0
ENSG00000187815,,20,24,14,18,60,4,61,14
ENSG00000238287,,0,6,0,0,2,0,0,2
ENSG00000164002,,0,59,0,24,38,14,44,10
ENSG00000227278,,0,0,0,0,0,0,0,0
ENSG00000238186,,0,0,0,0,21,0,4,0
ENSG00000117010,,12,2,0,8,6,2,0,16
ENSG00000117016,,6,17,12,0,40,38,10,0
ENSG00000237899,,0,11,0,0,0,0,0,12
ENSG00000272145,,0,0,2,0,36,4,0,0
ENSG00000066136,,92,114,35,82,266,90,106,86
ENSG00000117013,,0,0,0,0,14,0,0,0
ENSG00000264582,,0,0,0,0,0,0,0,0
ENSG00000179862,,32,481,62,115,535,190,348,278
ENSG00000171793,,270,245,52,230,372,492,130,263
ENSG00000171790,,14,64,24,68,51,44,40,58
ENSG00000010803,,47,268,32,116,452,169,123,121
ENSG00000235358,,0,12,0,6,0,14,0,6
ENSG00000204060,,0,0,0,0,0,0,0,17
ENSG00000229901,,0,0,0,0,0,0,0,0
ENSG00000127129,,2,0,0,0,0,0,0,0
ENSG00000127124,,19,66,6,68,52,107,46,2
ENSG00000230881,,0,0,0,0,0,0,0,0
ENSG00000230638,,0,10,0,0,0,0,0,0
ENSG00000198815,,284,385,125,409,712,564,371,263
ENSG00000227527,,0,0,12,0,0,6,22,0
ENSG00000177181,,0,0,0,0,0,0,0,0
ENSG00000066185,,0,0,0,0,0,0,0,0
ENSG00000127125,,209,694,284,301,848,592,257,279
ENSG00000186409,,0,0,0,4,0,1,12,10
ENSG00000236876,,0,0,0,2,0,0,0,0
ENSG00000171960,,48,79,0,23,124,66,22,58
ENSG00000234917,,0,0,10,0,0,28,0,0
ENSG00000065978,,1346,2050,731,2000,4250,2659,1361,1347
ENSG00000164007,,0,0,0,0,0,0,0,0
ENSG00000117385,,197,601,60,436,423,314,397,335
ENSG00000164008,,13,106,0,25,22,40,23,50
ENSG00000228452,,0,0,0,2,0,0,0,0
ENSG00000274386,,0,2,0,0,0,18,2,4
ENSG00000177868,,0,11,0,0,12,39,47,11
ENSG00000164010,,18,47,24,13,26,26,32,42
ENSG00000228192,,0,0,0,2,4,0,0,0
ENSG00000164011,,22,18,2,34,87,140,44,4
ENSG00000233708,,0,1,0,1,0,0,0,0
ENSG00000225099,,0,1,0,0,0,32,0,0
ENSG00000117394,,758,2455,645,1093,4617,2207,1920,1085
ENSG00000227533,,20,50,0,25,90,47,70,22
ENSG00000207256,,0,0,0,0,0,0,2,0
ENSG00000186973,,0,0,0,0,9,0,0,0
ENSG00000117395,,123,138,26,219,147,268,78,128
ENSG00000243710,,0,0,0,0,0,0,0,28
ENSG00000066056,,0,2,0,0,0,0,0,0
ENSG00000117400,,0,18,0,3,0,19,0,4
ENSG00000234694,,0,0,2,13,18,4,0,0
ENSG00000117399,,363,302,117,531,636,593,226,401
ENSG00000066322,,499,957,243,549,1726,1005,714,643
ENSG00000159479,,108,189,75,180,263,158,272,120
ENSG00000229431,,26,8,0,10,0,14,2,0
ENSG00000198198,,241,833,117,362,806,578,495,482
ENSG00000178922,,8,96,32,40,102,52,93,47
ENSG00000229348,,0,12,0,0,7,0,9,11
ENSG00000142949,,1770,5660,1126,2862,7247,4115,3229,2949
ENSG00000066135,,168,308,101,357,781,482,320,207
ENSG00000236200,,40,25,8,29,14,43,0,26
ENSG00000126091,,68,176,26,93,268,98,77,62
ENSG00000229444,,0,0,0,0,2,4,2,9
ENSG00000252201,,0,0,0,0,0,0,15,0
ENSG00000233674,,0,0,0,2,2,0,0,0
ENSG00000224751,,0,16,0,0,34,0,0,0
ENSG00000117407,,0,0,0,5,35,2,0,20
ENSG00000237950,,9,12,0,0,8,0,6,0
ENSG00000117408,,86,329,68,138,512,318,174,156
ENSG00000132768,,90,391,102,194,711,266,172,204
ENSG00000117410,,411,1165,291,545,1658,841,897,657
ENSG00000117411,,286,756,207,599,1363,849,683,406
ENSG00000159214,,74,112,9,48,80,24,25,52
ENSG00000196517,,27,213,24,117,195,106,36,77
ENSG00000230615,,18,32,2,8,40,17,25,8
ENSG00000227163,,0,0,0,0,0,0,0,0
ENSG00000239560,,0,0,0,0,1,0,0,0
ENSG00000171872,,0,0,0,0,0,0,0,0
ENSG00000233514,,0,0,0,0,0,0,0,0
ENSG00000178028,,155,203,30,199,535,280,198,96
ENSG00000117419,,285,743,167,581,1104,489,440,270
ENSG00000233602,,0,28,0,0,8,0,0,0
ENSG00000252146,,0,0,0,0,0,0,0,10
ENSG00000187147,,302,905,120,274,1012,605,571,398
ENSG00000126106,,54,232,6,118,451,162,190,102
ENSG00000198520,,0,26,0,0,26,2,0,0
ENSG00000199377,,1204,1932,1204,1419,3058,2066,1687,1560
ENSG00000200169,,1231,1712,510,1554,2609,1856,1817,834
ENSG00000142945,,297,226,50,488,481,412,139,254
ENSG00000225721,,22,2,0,24,14,16,2,8
ENSG00000142937,,1884,4138,1280,2366,7582,4272,2687,2502
ENSG00000200913,,594,979,184,529,1282,766,785,441
ENSG00000202031,,0,0,0,2,0,0,0,0
ENSG00000234093,,0,1,0,0,1,6,8,1
ENSG00000142959,,0,0,0,0,34,0,0,0
ENSG00000173846,,95,152,52,59,240,186,180,127
ENSG00000188396,,0,4,6,31,44,22,5,0
ENSG00000222009,,38,88,46,50,155,21,28,56
ENSG00000117425,,3,0,0,0,0,6,2,0
ENSG00000226499,,0,0,0,0,0,0,0,0
ENSG00000070785,,10,84,12,110,195,95,139,54
ENSG00000126107,,88,646,171,291,697,465,347,374
ENSG00000126088,,147,266,89,198,516,434,184,210
ENSG00000162415,,109,270,70,120,371,338,152,134
ENSG00000234315,,0,0,0,0,0,0,0,0
ENSG00000186603,,0,6,8,6,8,44,36,0
ENSG00000132781,,55,123,35,32,81,130,27,76
ENSG00000132773,,0,60,16,30,104,58,38,2
ENSG00000070759,,74,9,2,12,50,22,10,31
ENSG00000132763,,74,81,46,77,180,122,109,72
ENSG00000117450,,614,1140,392,805,2404,1319,776,746
ENSG00000117448,,122,363,106,323,535,355,260,312
ENSG00000132780,,364,299,94,463,606,539,284,303
ENSG00000159588,,0,4,0,2,44,0,10,0
ENSG00000159592,,290,669,258,346,880,446,470,289
ENSG00000225447,,0,2,0,0,0,16,0,0
ENSG00000234329,,4,8,0,16,18,8,2,2
ENSG00000159596,,24,107,30,38,233,149,58,34
ENSG00000197429,,38,140,18,95,330,111,112,133
ENSG00000230896,,0,6,0,0,5,0,0,9
ENSG00000236111,,0,4,0,0,0,0,0,0
ENSG00000086015,,385,805,233,419,1107,683,594,513
ENSG00000232467,,0,0,0,0,0,0,0,0
ENSG00000117461,,12,30,8,71,110,16,6,21
ENSG00000278139,,0,0,0,0,0,0,0,0
ENSG00000233114,,0,4,0,0,0,0,0,0
ENSG00000117472,,20,10,0,22,18,28,28,17
ENSG00000085998,,454,1381,462,641,1919,1077,754,622
ENSG00000171357,,0,0,0,4,14,0,8,2
ENSG00000085999,,93,24,6,92,119,46,12,60
ENSG00000132128,,366,895,319,329,1682,751,874,410
ENSG00000173660,,382,510,247,385,764,581,362,393
ENSG00000117481,,83,322,49,215,480,251,223,126
ENSG00000117480,,0,0,0,6,14,8,28,10
ENSG00000232022,,0,0,0,0,0,0,0,0
ENSG00000224863,,0,0,0,0,0,0,0,0
ENSG00000225667,,0,0,0,0,0,0,0,0
ENSG00000269956,,0,11,0,0,0,5,0,0
ENSG00000079277,,70,107,39,122,169,99,68,6
ENSG00000142961,,9,220,46,69,180,80,166,109
ENSG00000123472,,150,473,114,170,503,415,213,137
ENSG00000233647,,0,0,0,2,0,0,6,0
ENSG00000186118,,0,8,0,10,0,7,0,0
ENSG00000228237,,2,0,0,0,0,0,2,0
ENSG00000159658,,258,570,151,385,1307,774,501,314
ENSG00000154198,,0,0,0,1,0,0,0,0
ENSG00000186377,,0,0,0,8,0,0,0,0
ENSG00000225506,,0,0,0,0,15,0,0,15
ENSG00000162365,,0,0,0,0,12,14,0,0
ENSG00000224805,,25,0,0,0,25,0,1,0
ENSG00000162366,,60,61,0,9,101,90,40,107
ENSG00000162367,,0,0,0,0,0,0,0,0
ENSG00000123473,,44,124,73,80,149,129,46,130
ENSG00000162368,,558,744,184,603,1591,1013,835,613
ENSG00000225762,,2,0,0,0,0,0,14,0
ENSG00000186790,,0,0,0,2,0,0,0,0
ENSG00000237424,,12,56,0,36,124,55,24,34
ENSG00000186564,,78,177,42,138,259,171,149,159
ENSG00000269113,,0,0,0,0,6,0,0,0
ENSG00000279096,,11,1,4,0,0,8,0,0
ENSG00000117834,,0,0,0,19,0,9,0,8
ENSG00000132122,,8,57,38,50,48,71,26,12
ENSG00000235105,,0,30,32,10,32,2,5,20
ENSG00000234080,,0,0,0,0,2,0,0,0
ENSG00000142700,,0,0,0,0,0,20,0,0
ENSG00000185104,,213,314,79,263,512,249,202,207
ENSG00000225767,,0,0,0,16,0,0,21,0
ENSG00000207194,,0,12,0,0,0,0,0,2
ENSG00000230585,,0,0,0,0,0,0,18,0
ENSG00000237130,,0,0,0,0,2,0,0,0
ENSG00000123080,,139,112,24,214,206,131,34,101
ENSG00000213478,,0,0,0,0,0,0,1,0
ENSG00000123091,,274,491,179,307,685,477,355,329
ENSG00000233406,,4,19,4,1,34,18,8,18
ENSG00000236434,,0,0,0,8,0,0,9,0
ENSG00000085831,,148,381,80,198,370,212,154,145
ENSG00000261664,,0,0,0,0,8,7,0,8
ENSG00000085832,,132,276,114,100,545,264,108,155
ENSG00000232027,,0,0,2,0,0,0,2,0
ENSG00000206595,,0,0,0,0,0,0,0,2
ENSG00000238140,,0,0,0,0,0,0,0,0
ENSG00000227070,,0,0,0,0,0,0,0,8
ENSG00000227742,,0,12,0,0,0,0,0,0
ENSG00000117859,,220,564,50,199,442,250,258,270
ENSG00000236973,,0,12,0,0,30,0,22,0
ENSG00000232846,,0,0,30,0,14,0,0,0
ENSG00000212624,,0,0,0,0,0,11,0,0
ENSG00000078618,,427,858,208,627,1281,906,702,601
ENSG00000266993,,52,0,10,0,0,0,0,14
ENSG00000230604,,0,0,0,4,0,0,0,2
ENSG00000169213,,1259,1598,411,1648,2400,1857,1008,936
ENSG00000200839,,2,17,0,0,0,0,0,0
ENSG00000229032,,0,2,0,0,1,0,0,0
ENSG00000264613,,0,1,0,0,0,0,0,0
ENSG00000117862,,185,333,129,168,600,330,254,140
ENSG00000198841,,38,165,36,49,130,69,99,109
ENSG00000223390,,0,0,0,0,0,0,0,0
ENSG00000228369,,0,0,0,16,0,0,0,0
ENSG00000134717,,84,243,62,168,301,191,95,77
ENSG00000157077,,94,213,36,75,235,130,74,147
ENSG00000241745,,18,20,7,10,28,20,10,8
ENSG00000228407,,0,0,0,0,0,2,0,0
ENSG00000223429,,0,0,0,0,0,0,0,0
ENSG00000224255,,0,0,0,0,0,0,0,0
ENSG00000236004,,0,0,0,0,0,2,0,0
ENSG00000237663,,0,0,0,0,0,0,4,0
ENSG00000213735,,0,0,0,0,1,0,12,6
ENSG00000154222,,141,530,76,255,647,435,256,126
ENSG00000224680,,1,0,0,1,8,0,0,0
ENSG00000085840,,68,101,38,111,176,26,23,90
ENSG00000134748,,92,104,108,51,258,164,86,106
ENSG00000134744,,111,295,24,307,417,191,116,114
ENSG00000162377,,136,190,56,213,414,301,118,146
ENSG00000239640,,0,0,1,0,0,0,0,0
ENSG00000162378,,292,555,148,391,807,480,432,338
ENSG00000228929,,57,12,7,31,51,41,70,27
ENSG00000206627,,2,0,0,0,0,0,0,0
ENSG00000203995,,50,95,78,60,128,82,38,43
ENSG00000242391,,0,0,0,0,0,0,4,0
ENSG00000121310,,423,501,162,341,683,528,375,384
ENSG00000230953,,33,6,0,0,10,0,0,4
ENSG00000116171,,298,638,180,364,1085,621,451,414
ENSG00000264834,,0,0,0,0,0,0,16,0
ENSG00000266188,,1,0,0,0,0,0,0,0
ENSG00000265815,,0,0,0,0,0,0,0,0
ENSG00000226147,,0,0,0,0,0,0,2,0
ENSG00000174348,,0,0,0,0,0,6,0,0
ENSG00000162383,,445,1136,353,486,1897,982,683,699
ENSG00000235563,,0,0,0,0,10,13,0,0
ENSG00000157184,,42,93,99,36,258,129,57,80
ENSG00000162384,,43,102,70,120,310,169,72,40
ENSG00000259818,,0,9,0,4,4,0,0,0
ENSG00000162385,,52,113,77,102,239,68,16,36
ENSG00000226754,,0,0,0,0,0,2,0,0
ENSG00000270172,,18,122,2,66,85,51,12,34
ENSG00000157193,,376,982,272,940,1165,933,504,793
ENSG00000228838,,0,4,0,17,14,2,0,2
ENSG00000225030,,0,0,0,18,4,0,0,0
