Name	DESCRIPTION	Control	15c	15c	Control	15an	15a	15an	15a
PRDX3P2		0	18	0	22	0	19	2	0
ENSG00000279443		20	21	15	0	18	13	2	1
TRNAU1AP		93	103	25	118	190	63	89	49
SNHG12		40	125	18	57	147	77	89	58
SNORD99		47	245	64	136	230	240	178	135
TAF12		70	119	20	132	218	76	165	82
RAB42		22	184	30	50	57	104	112	80
TAF12-DT		0	0	0	0	0	0	0	0
GMEB1		45	177	54	114	315	80	81	136
ENSG00000252777		0	8	0	0	0	0	0	0
YTHDF2		199	516	44	327	800	466	153	310
EPB41		445	1022	277	567	1352	615	688	712
ENSG00000225616		8	22	6	13	53	21	1	18
ENSG00000206704		0	0	0	0	16	0	0	0
ENSG00000277958		0	10	0	24	0	0	2	0
TMEM200B		97	231	48	143	329	260	254	106
ENSG00000225750		0	11	0	0	0	0	0	0
SRSF4		388	682	169	478	1114	658	658	462
ENSG00000227637		14	0	0	0	0	0	6	0
ENSG00000277916		0	20	18	0	26	0	0	4
MECR		95	245	42	155	592	205	127	184
ENSG00000237934		0	0	0	0	2	2	0	0
PTPRU		0	10	0	12	40	52	18	2
MATN1		0	0	0	22	0	0	16	14
MATN1-AS1		18	8	6	0	94	24	44	2
LAPTM5		0	0	0	0	0	0	0	0
LINC01778		0	0	0	0	0	0	0	0
SDC3		429	952	251	546	1102	1002	333	509
PUM1		744	1422	500	865	2533	1182	968	739
ENSG00000232768		0	0	0	0	22	0	0	48
SNRNP40		227	255	121	237	591	343	251	131
ENSG00000229447		0	0	0	0	0	0	2	0
ZCCHC17		95	122	36	46	293	149	108	46
ENSG00000229044		0	1	0	0	10	0	0	0
FABP3		0	25	1	0	67	20	42	34
SERINC2		171	1177	232	497	1560	741	753	524
ENSG00000279468		8	87	0	22	35	22	40	7
EEF1A1P46		0	0	0	0	2	8	0	16
RNU6-40P		3	0	0	0	0	0	0	0
LDC1P		20	7	14	26	42	12	12	0
ENSG00000265961		0	0	0	0	22	0	0	0
ENSG00000223907		0	0	6	2	12	0	0	30
TINAGL1		332	591	160	459	609	627	597	579
HCRTR1		0	0	0	0	8	0	38	24
PEF1		171	313	57	182	661	381	247	222
PEF1-AS1		0	0	0	0	0	0	0	8
ENSG00000264078		14	0	0	0	0	0	0	0
COL16A1		4	70	13	10	62	26	24	0
ADGRB2		42	97	34	66	120	63	53	82
MIR4254		0	0	0	0	0	0	0	0
ENSG00000254545		8	2	0	0	0	0	0	0
SPOCD1		46	583	76	163	767	389	409	325
ENSG00000203620		0	0	0	0	0	0	1	0
ENSG00000269967		10	24	0	7	16	0	0	12
PTP4A2		807	1945	452	837	2759	1605	1080	759
ENSG00000228634		66	55	12	2	35	44	39	55
KHDRBS1		1021	1535	481	1377	3088	1844	1112	1007
ENSG00000203325		0	12	0	0	14	1	2	12
TMEM39B		44	108	21	142	224	127	58	41
MIR5585		0	0	0	0	6	0	0	0
ENSG00000276493		0	0	0	2	10	0	0	1
KPNA6		517	1331	264	705	2304	1190	811	523
TXLNA		533	1453	510	997	2304	1523	1082	806
CCDC28B		32	98	26	50	59	112	59	72
ENSG00000224066		0	0	0	0	0	0	0	0
IQCC		12	50	10	10	51	26	12	0
DCDC2B		58	22	0	4	66	24	60	4
TMEM234		28	66	10	36	105	71	86	65
EIF3I		473	892	306	941	2061	1293	778	811
MTMR9LP		6	54	0	9	95	33	18	30
FAM167B		2	22	10	0	2	20	32	2
HDAC1		420	1169	302	612	1655	811	714	692
MARCKSL1		914	2357	847	1482	4351	2471	1890	1120
TSSK3		0	24	0	0	8	0	6	28
FAM229A		0	57	12	13	40	19	14	34
BSDC1		219	853	157	402	1060	669	572	333
LRRC37A12P		0	16	0	0	0	0	0	0
RN7SL122P		0	0	1	0	4	3	2	0
ENSG00000254553		0	0	0	10	0	0	0	0
ZBTB8A		4	44	4	34	67	41	15	16
ZBTB8OS		78	106	54	77	119	97	70	103
ENSG00000200591		0	0	0	0	20	4	0	0
RBBP4		391	642	143	565	1219	706	513	321
SYNC		0	16	0	20	47	36	20	0
ENSG00000224409		0	2	20	0	12	0	0	0
NHSL3		822	2510	744	1377	3415	2230	1670	1461
YARS1		702	1517	391	1057	2724	1451	1093	881
S100PBP		133	328	97	144	279	208	248	67
FNDC5		0	0	0	0	0	11	8	0
HPCA		0	9	0	4	0	0	12	4
TMEM54		37	206	67	123	362	147	97	177
RNF19B		180	633	191	310	562	469	464	349
ENSG00000217644		0	0	0	0	16	0	0	0
ENSG00000236065		0	2	0	6	8	0	2	0
AK2		638	1044	315	822	1763	1330	829	548
ENSG00000276645		2	0	0	1	0	0	4	6
AZIN2		16	28	4	28	69	30	16	4
ENSG00000278997		0	2	0	6	10	24	0	23
TRIM62		54	208	2	85	126	66	46	45
ENSG00000279179		31	10	0	15	40	17	29	0
ZNF362		41	170	38	71	254	166	126	50
ENSG00000270115		14	0	0	0	0	0	0	0
ENSG00000225313		6	29	6	16	22	0	16	36
PHC2		662	1411	495	1260	2386	1517	1080	959
ENSG00000266239		0	0	0	0	6	0	0	0
RN7SKP16		0	4	0	0	2	0	0	0
PHC2-AS1		0	0	0	20	0	0	22	0
ZSCAN20		19	72	18	87	76	78	18	10
ENSG00000235907		0	0	0	0	12	0	0	0
CSMD2		0	0	0	10	0	0	0	0
SMIM12		83	226	55	110	375	200	134	139
GJB5		0	0	0	0	0	0	0	0
GJB4		0	18	0	0	0	0	0	0
GJB3		0	22	0	9	28	2	12	0
GJA4		0	0	0	0	0	0	0	0
ENSG00000230163		4	30	0	14	14	0	17	0
DLGAP3		0	0	0	0	0	0	0	0
GPR199P		43	63	0	13	62	61	41	22
TMEM35B		0	0	0	0	20	0	0	0
ZMYM6		14	144	44	59	168	80	45	80
ZMYM1		115	69	54	56	210	133	40	47
EFCAB14P1		0	0	0	6	0	0	6	0
SFPQ		1086	1934	511	1440	3191	1942	1423	1277
ZMYM4		102	334	122	251	593	246	189	117
RN7SL503P		0	0	0	4	5	12	10	0
ENSG00000201542		0	0	0	0	0	0	0	0
RPL5P4		18	56	4	32	28	26	6	0
ZMYM4-AS1		0	0	0	0	0	0	5	0
KIAA0319L		207	652	201	479	976	639	582	355
NCDN		115	349	90	169	640	236	450	143
TFAP2E-AS1		14	7	12	0	4	0	0	8
TFAP2E		22	31	0	4	4	0	8	4
PSMB2		326	855	178	496	1414	844	333	245
C1orf216		36	52	48	32	183	53	66	22
CLSPN		24	5	4	72	84	78	18	26
AGO4		76	192	47	92	310	187	138	54
AGO1		179	163	123	269	507	216	104	206
ENSG00000271914		0	0	0	0	0	0	0	0
AGO3		237	459	185	408	875	383	310	378
ENSG00000271554		0	0	0	0	8	0	0	0
TEKT2		0	0	0	0	4	12	22	8
ADPRS		91	196	58	132	226	150	102	64
COL8A2		34	66	4	19	53	61	46	24
TRAPPC3		344	637	256	353	1027	566	410	286
MAP7D1		548	1231	284	855	1964	1427	843	756
THRAP3		478	1155	349	656	1634	1127	673	595
UBE2V2P4		0	6	0	0	0	0	0	0
ENSG00000278491		0	0	0	0	0	0	0	0
SH3D21		90	385	75	231	576	313	285	239
EVA1B		156	332	94	203	505	251	185	216
ENSG00000116883		40	37	26	60	97	66	78	16
STK40		194	468	148	299	703	547	336	330
LSM10		52	218	2	112	259	170	115	57
OSCP1		0	14	18	24	97	28	0	0
SNORA63C		16	0	16	20	18	10	12	0
MRPS15		184	431	192	334	921	424	303	358
CSF3R		10	2	0	0	28	2	0	34
LITATS1		8	22	26	32	42	24	11	0
ZC3H12A		247	592	241	291	720	490	346	380
MEAF6		73	79	34	106	270	211	72	72
MIR5581		0	0	0	0	0	0	11	2
SNIP1		62	200	70	96	263	190	238	78
FTH1P1		2	12	0	0	30	16	0	0
RPS27P9		2	10	0	0	29	0	0	6
DNALI1		24	36	20	34	79	58	57	11
GNL2		152	349	46	190	659	325	207	192
AIRIM		72	185	84	116	459	249	158	86
CDCA8		225	128	64	156	388	196	48	214
EPHA10		0	0	0	0	10	0	0	0
MANEAL		77	302	44	142	524	255	178	111
YRDC		28	95	64	28	158	104	86	66
C1orf122		189	615	142	356	791	376	287	236
MTF1		121	368	58	112	453	293	160	131
ENSG00000235673		0	14	0	0	0	0	0	0
INPP5B		35	37	21	51	78	64	27	12
ENSG00000252448		6	0	0	0	0	0	0	0
RNU6-584P		0	0	0	0	0	0	0	0
ENSG00000277168		0	0	0	0	0	0	0	0
SF3A3		238	472	109	399	833	628	410	281
RNU6-510P		2	0	0	0	1	0	0	0
FHL3		36	70	33	38	122	171	52	104
UTP11		188	376	49	210	571	336	236	200
POU3F1		0	0	0	0	0	0	0	0
RNU6-753P		0	0	0	0	0	0	0	0
HSPA5P1		1	0	0	2	0	0	1	0
RRAGC		116	159	64	115	503	193	186	126
RRAGC-DT		15	28	0	13	23	6	0	1
MYCBP		4	17	33	50	127	34	26	73
GJA9		0	0	0	0	0	4	0	0
RHBDL2		29	52	9	20	44	51	65	13
AKIRIN1		188	549	234	399	1256	648	357	325
NDUFS5		281	325	138	225	629	368	161	282
MACF1		826	2119	528	1162	3082	1912	1315	1107
RNU6-608P		0	0	0	0	0	0	0	0
RNA5SP44		0	6	0	0	8	0	0	0
ENSG00000226438		0	1	0	0	0	12	0	0
BMP8A		0	0	0	0	0	0	14	0
OXCT2P1		0	0	0	0	0	0	0	0
ENSG00000182109		0	8	0	2	0	2	0	0
PPIEL		10	0	0	0	2	0	0	0
PABPC4		856	1685	630	1014	3103	1849	988	975
PABPC4-AS1		4	4	0	0	23	0	0	0
SNORA55		157	435	157	254	798	356	297	234
HPCAL4		0	0	0	0	0	0	7	0
PPIE		75	252	72	156	389	206	209	174
BMP8B		14	0	1	8	20	0	0	0
ENSG00000261798		0	0	0	0	0	0	0	0
TRIT1		52	155	47	124	250	119	48	55
ENSG00000202222		0	0	0	0	0	0	15	0
MYCL		14	6	0	16	6	30	22	0
MYCL-AS1		0	0	0	0	0	0	0	0
MFSD2A		2	0	0	46	24	10	12	18
ENSG00000228477		8	14	0	10	18	4	3	0
CAP1		681	1390	450	737	2051	1377	980	895
PPT1		341	640	170	314	1197	658	552	486
RLF		216	304	51	207	501	268	183	162
RNU6-1237P		0	2	0	0	0	0	0	0
TMCO2		0	0	0	0	0	0	0	0
ZMPSTE24-DT		44	35	8	6	38	72	20	2
ZMPSTE24		142	446	165	315	632	430	327	218
ENSG00000231296		0	0	0	0	0	2	0	0
COL9A2		12	14	0	16	14	18	14	30
SMAP2		140	499	40	215	551	301	195	187
ZFP69B		10	20	0	2	30	35	40	6
ENSG00000260920		0	30	0	18	8	12	2	0
ZFP69		20	24	14	18	60	4	61	14
EXO5-DT		0	6	0	0	2	0	0	2
EXO5		0	59	0	24	38	14	44	10
ENSG00000227278		0	0	0	0	0	0	0	0
ENSG00000238186		0	0	0	0	21	0	4	0
ZNF684		12	2	0	8	6	2	0	16
RIMS3		6	17	12	0	40	38	10	0
ENSG00000237899		0	11	0	0	0	0	0	12
NFYC-AS1		0	0	2	0	36	4	0	0
NFYC		92	114	35	82	266	90	106	86
KCNQ4		0	0	0	0	14	0	0	0
RN7SL326P		0	0	0	0	0	0	0	0
CITED4		32	481	62	115	535	190	348	278
CTPS1		270	245	52	230	372	492	130	263
SLFNL1		14	64	24	68	51	44	40	58
SCMH1		47	268	32	116	452	169	123	121
SCMH1-DT		0	12	0	6	0	14	0	6
FOXO6		0	0	0	0	0	0	0	17
FOXO6-AS1		0	0	0	0	0	0	0	0
EDN2		2	0	0	0	0	0	0	0
HIVEP3		19	66	6	68	52	107	46	2
ENSG00000230881		0	0	0	0	0	0	0	0
ENSG00000230638		0	10	0	0	0	0	0	0
FOXJ3		284	385	125	409	712	564	371	263
ENSG00000227527		0	0	12	0	0	6	22	0
RIMKLA		0	0	0	0	0	0	0	0
ZMYND12		0	0	0	0	0	0	0	0
PPCS		209	694	284	301	848	592	257	279
CCDC30		0	0	0	4	0	1	12	10
TMSB4XP1		0	0	0	2	0	0	0	0
PPIH		48	79	0	23	124	66	22	58
ENSG00000234917		0	0	10	0	0	28	0	0
YBX1		1346	2050	731	2000	4250	2659	1361	1347
CLDN19		0	0	0	0	0	0	0	0
P3H1		197	601	60	436	423	314	397	335
C1orf50		13	106	0	25	22	40	23	50
ENSG00000228452		0	0	0	2	0	0	0	0
TMEM269		0	2	0	0	0	18	2	4
SVBP		0	11	0	0	12	39	47	11
ERMAP		18	47	24	13	26	26	32	42
ZNF691-DT		0	0	0	2	4	0	0	0
ZNF691		22	18	2	34	87	140	44	4
ENSG00000233708		0	1	0	1	0	0	0	0
ATP6V1E1P1		0	1	0	0	0	32	0	0
SLC2A1		758	2455	645	1093	4617	2207	1920	1085
SLC2A1-DT		20	50	0	25	90	47	70	22
RNU6-880P		0	0	0	0	0	0	2	0
CFAP144		0	0	0	0	9	0	0	0
EBNA1BP2		123	138	26	219	147	268	78	128
CFAP57		0	0	0	0	0	0	0	28
TIE1		0	2	0	0	0	0	0	0
MPL		0	18	0	3	0	19	0	4
CDC20-DT		0	0	2	13	18	4	0	0
CDC20		363	302	117	531	636	593	226	401
ELOVL1		499	957	243	549	1726	1005	714	643
MED8		108	189	75	180	263	158	272	120
MED8-AS1		26	8	0	10	0	14	2	0
SZT2		241	833	117	362	806	578	495	482
HYI		8	96	32	40	102	52	93	47
HYI-AS1		0	12	0	0	7	0	9	11
PTPRF		1770	5660	1126	2862	7247	4115	3229	2949
KDM4A		168	308	101	357	781	482	320	207
KDM4A-AS1		40	25	8	29	14	43	0	26
ST3GAL3		68	176	26	93	268	98	77	62
ST3GAL3-AS1		0	0	0	0	2	4	2	9
ENSG00000252201		0	0	0	0	0	0	15	0
ENSG00000233674		0	0	0	2	2	0	0	0
SHMT1P1		0	16	0	0	34	0	0	0
ARTN		0	0	0	5	35	2	0	20
LINC02918		9	12	0	0	8	0	6	0
IPO13		86	329	68	138	512	318	174	156
DPH2		90	391	102	194	711	266	172	204
ATP6V0B		411	1165	291	545	1658	841	897	657
B4GALT2		286	756	207	599	1363	849	683	406
CCDC24		74	112	9	48	80	24	25	52
SLC6A9		27	213	24	117	195	106	36	77
ENSG00000230615		18	32	2	8	40	17	25	8
ENSG00000227163		0	0	0	0	0	0	0	0
RN7SL479P		0	0	0	0	1	0	0	0
KLF17		0	0	0	0	0	0	0	0
ENSG00000233514		0	0	0	0	0	0	0	0
DMAP1		155	203	30	199	535	280	198	96
ERI3		285	743	167	581	1104	489	440	270
ERI3-IT1		0	28	0	0	8	0	0	0
ENSG00000252146		0	0	0	0	0	0	0	10
RNF220		302	905	120	274	1012	605	571	398
TMEM53		54	232	6	118	451	162	190	102
ARMH1		0	26	0	0	26	2	0	0
RNU5F-1		1204	1932	1204	1419	3058	2066	1687	1560
RNU5D-1		1231	1712	510	1554	2609	1856	1817	834
KIF2C		297	226	50	488	481	412	139	254
ENSG00000225721		22	2	0	24	14	16	2	8
RPS8		1884	4138	1280	2366	7582	4272	2687	2502
SNORD46		594	979	184	529	1282	766	785	441
SNORD38A		0	0	0	2	0	0	0	0
RPS15AP11		0	1	0	0	1	6	8	1
BEST4		0	0	0	0	34	0	0	0
PLK3		95	152	52	59	240	186	180	127
DYNLT4		0	4	6	31	44	22	5	0
BTBD19		38	88	46	50	155	21	28	56
PTCH2		3	0	0	0	0	6	2	0
ENSG00000226499		0	0	0	0	0	0	0	0
EIF2B3		10	84	12	110	195	95	139	54
HECTD3		88	646	171	291	697	465	347	374
UROD		147	266	89	198	516	434	184	210
ZSWIM5		109	270	70	120	371	338	152	134
OSTCP5		0	0	0	0	0	0	0	0
HPDL		0	6	8	6	8	44	36	0
MUTYH		55	123	35	32	81	130	27	76
TOE1		0	60	16	30	104	58	38	2
TESK2		74	9	2	12	50	22	10	31
MMACHC		74	81	46	77	180	122	109	72
PRDX1		614	1140	392	805	2404	1319	776	746
AKR1A1		122	363	106	323	535	355	260	312
NASP		364	299	94	463	606	539	284	303
CCDC17		0	4	0	2	44	0	10	0
GPBP1L1		290	669	258	346	880	446	470	289
RPS15AP10		0	2	0	0	0	16	0	0
RPL7AP16		4	8	0	16	18	8	2	2
TMEM69		24	107	30	38	233	149	58	34
IPP		38	140	18	95	330	111	112	133
ENSG00000230896		0	6	0	0	5	0	0	9
RPL6P1		0	4	0	0	0	0	0	0
MAST2		385	805	233	419	1107	683	594	513
TMA16P2		0	0	0	0	0	0	0	0
PIK3R3		12	30	8	71	110	16	6	21
P3R3URF-PIK3R3		0	0	0	0	0	0	0	0
COX7BP4		0	4	0	0	0	0	0	0
TSPAN1		20	10	0	22	18	28	28	17
POMGNT1		454	1381	462	641	1919	1077	754	622
LURAP1		0	0	0	4	14	0	8	2
RAD54L		93	24	6	92	119	46	12	60
LRRC41		366	895	319	329	1682	751	874	410
UQCRH		382	510	247	385	764	581	362	393
NSUN4		83	322	49	215	480	251	223	126
FAAH		0	0	0	6	14	8	28	10
FAAHP1		0	0	0	0	0	0	0	0
LINC01398		0	0	0	0	0	0	0	0
ENSG00000225667		0	0	0	0	0	0	0	0
MKNK1-AS1		0	11	0	0	0	5	0	0
MKNK1		70	107	39	122	169	99	68	6
MOB3C		9	220	46	69	180	80	166	109
ATPAF1		150	473	114	170	503	415	213	137
NENFP1		0	0	0	2	0	0	6	0
TEX38		0	8	0	10	0	7	0	0
EFCAB14-AS1		2	0	0	0	0	0	2	0
EFCAB14		258	570	151	385	1307	774	501	314
CYP4Z2P		0	0	0	1	0	0	0	0
CYP4X1		0	0	0	8	0	0	0	0
CYP4A22-AS1		0	0	0	0	15	0	0	15
CYP4A22		0	0	0	0	12	14	0	0
LINC00853		25	0	0	0	25	0	1	0
PDZK1IP1		60	61	0	9	101	90	40	107
TAL1		0	0	0	0	0	0	0	0
STIL		44	124	73	80	149	129	46	130
CMPK1		558	744	184	603	1591	1013	835	613
LINC01389		2	0	0	0	0	0	14	0
FOXE3		0	0	0	2	0	0	0	0
FOXD2-AS1		12	56	0	36	124	55	24	34
FOXD2		78	177	42	138	259	171	149	159
TRABD2B		0	0	0	0	6	0	0	0
ENSG00000279096		11	1	4	0	0	8	0	0
SLC5A9		0	0	0	19	0	9	0	8
SPATA6		8	57	38	50	48	71	26	12
ENSG00000235105		0	30	32	10	32	2	5	20
ENSG00000234080		0	0	0	0	2	0	0	0
DMRTA2		0	0	0	0	0	20	0	0
FAF1		213	314	79	263	512	249	202	207
FAF1-AS1		0	0	0	16	0	0	21	0
RNU6-1026P		0	12	0	0	0	0	0	2
PHB1P12		0	0	0	0	0	0	18	0
MRPS6P2		0	0	0	0	2	0	0	0
CDKN2C		139	112	24	214	206	131	34	101
CFL1P2		0	0	0	0	0	0	1	0
RNF11		274	491	179	307	685	477	355	329
ENSG00000233406		4	19	4	1	34	18	8	18
ENSG00000236434		0	0	0	8	0	0	9	0
TTC39A		148	381	80	198	370	212	154	145
TTC39A-AS1		0	0	0	0	8	7	0	8
EPS15		132	276	114	100	545	264	108	155
ENSG00000232027		0	0	2	0	0	0	2	0
RNU6-877P		0	0	0	0	0	0	0	2
ENSG00000238140		0	0	0	0	0	0	0	0
EPS15-AS1		0	0	0	0	0	0	0	8
CALR4P		0	12	0	0	0	0	0	0
OSBPL9		220	564	50	199	442	250	258	270
GAPDHP51		0	12	0	0	30	0	22	0
SLC25A6P3		0	0	30	0	14	0	0	0
ENSG00000212624		0	0	0	0	0	11	0	0
NRDC		427	858	208	627	1281	906	702	601
ENSG00000266993		52	0	10	0	0	0	0	14
TSEN15P2		0	0	0	4	0	0	0	2
RAB3B		1259	1598	411	1648	2400	1857	1008	936
RNA5SP48		2	17	0	0	0	0	0	0
ENSG00000229032		0	2	0	0	1	0	0	0
RN7SL290P		0	1	0	0	0	0	0	0
TXNDC12		185	333	129	168	600	330	254	140
KTI12		38	165	36	49	130	69	99	109
ENSG00000223390		0	0	0	0	0	0	0	0
TXNDC12-AS1		0	0	0	16	0	0	0	0
BTF3L4		84	243	62	168	301	191	95	77
ZFYVE9		94	213	36	75	235	130	74	147
RN7SL788P		18	20	7	10	28	20	10	8
ENSG00000228407		0	0	0	0	0	2	0	0
ENSG00000223429		0	0	0	0	0	0	0	0
PDCL3P6		0	0	0	0	0	0	0	0
ENSG00000236004		0	0	0	0	0	2	0	0
DNAJC19P7		0	0	0	0	0	0	4	0
ANAPC10P1		0	0	0	0	1	0	12	6
CC2D1B		141	530	76	255	647	435	256	126
PLA2G12AP1		1	0	0	1	8	0	0	0
ORC1		68	101	38	111	176	26	23	90
PRPF38A		92	104	108	51	258	164	86	106
TUT4		111	295	24	307	417	191	116	114
COA7		136	190	56	213	414	301	118	146
RN7SL62P		0	0	1	0	0	0	0	0
ZYG11B		292	555	148	391	807	480	432	338
RPS13P2		57	12	7	31	51	41	70	27
RNU6-969P		2	0	0	0	0	0	0	0
ZYG11A		50	95	78	60	128	82	38	43
ENSG00000242391		0	0	0	0	0	0	4	0
ECHDC2		423	501	162	341	683	528	375	384
ENSG00000230953		33	6	0	0	10	0	0	4
SCP2		298	638	180	364	1085	621	451	414
ENSG00000264834		0	0	0	0	0	0	16	0
ENSG00000266188		1	0	0	0	0	0	0	0
ENSG00000265815		0	0	0	0	0	0	0	0
TUBBP10		0	0	0	0	0	0	2	0
PODN		0	0	0	0	0	6	0	0
SLC1A7		445	1136	353	486	1897	982	683	699
ENSG00000235563		0	0	0	0	10	13	0	0
CPT2		42	93	99	36	258	129	57	80
CZIB		43	102	70	120	310	169	72	40
CZIB-DT		0	9	0	4	4	0	0	0
MAGOH		52	113	77	102	239	68	16	36
MAGOH-DT		0	0	0	0	0	2	0	0
ENSG00000270172		18	122	2	66	85	51	12	34
LRP8		376	982	272	940	1165	933	504	793
ENSG00000228838		0	4	0	17	14	2	0	2
ENSG00000225030		0	0	0	18	4	0	0	0
ENSG00000232762		22	26	0	16	24	15	1	76
LRP8-DT		0	18	0	0	0	0	0	0
NDC1		42	159	65	172	275	105	133	54
YIPF1		18	59	10	60	104	62	78	38
DIO1		0	0	0	0	0	0	30	0
IFT25		47	96	25	137	212	91	152	107
LRRC42		113	130	29	120	254	122	64	85
HNRNPA3P12		0	18	2	1	2	0	0	10
LDLRAD1		0	24	0	0	8	0	0	0
ENSG00000272091		0	34	0	0	46	6	14	0
TMEM59		405	952	306	493	1411	731	832	524
ENSG00000280378		0	2	0	26	3	0	32	2
TCEANC2		16	70	18	35	95	47	43	14
ENSG00000279049		0	0	0	5	16	0	0	2
ENSG00000212670		0	14	0	6	22	0	0	0
CYB5RL		54	25	0	18	19	32	54	32
MRPL37		292	585	143	364	1036	677	340	379
SSBP3		128	283	121	220	645	324	224	149
SSBP3-AS1		10	30	0	0	16	7	0	12
ENSG00000225632		0	0	0	4	0	0	0	0
ACOT11		5	14	6	31	74	12	34	12
ENSG00000230728		24	0	0	0	0	0	0	0
TTC4		24	6	26	16	44	44	28	40
PARS2		16	29	37	70	196	70	44	52
TTC22		137	391	114	157	917	337	232	257
ENSG00000237453		0	31	0	0	16	0	8	0
CIMAP2		0	26	0	0	0	2	0	0
DHCR24		1209	3986	1008	1768	6234	3038	2578	1927
ENSG00000242396		0	0	0	0	0	0	0	0
DHCR24-DT		0	0	0	0	0	0	0	0
TMEM61		0	0	0	0	0	0	0	0
PCSK9		751	1242	351	1311	1640	1400	468	919
USP24		345	828	241	497	1004	639	469	548
RN7SKP291		0	0	0	4	0	0	0	0
ENSG00000260971		12	0	0	0	0	0	0	0
PLPP3		84	274	59	68	152	237	163	68
RPL21P23		0	4	0	0	0	0	0	0
ENSG00000225475		0	0	0	0	1	0	4	1
PRKAA2		182	229	45	249	631	301	179	226
FYB2		6	0	0	0	0	0	0	14
ENSG00000229913		0	0	0	0	0	0	0	0
DAB1		0	0	0	0	0	0	0	0
RPS26P15		0	1	0	2	3	1	0	0
OMA1		77	126	9	75	78	122	51	9
RN7SL713P		0	0	0	0	0	0	0	0
ENSG00000185839		15	30	0	23	29	12	9	3
MYSM1		90	317	71	194	408	215	218	76
JUN		393	1261	617	825	2579	1739	760	600
JUN-DT		0	0	0	2	11	4	0	0
LINC02777		0	24	0	0	0	0	0	14
ENSG00000230812		6	0	0	0	0	0	0	0
ENSG00000241042		0	0	0	0	0	0	0	0
FGGY		2	4	0	0	21	48	0	22
ENSG00000226883		0	0	0	0	0	0	0	0
HOOK1		56	80	50	71	137	78	62	19
CYP2J2		0	0	0	0	8	8	0	28
NFIA		71	140	80	101	318	128	141	77
NFIA-AS2		0	0	0	0	0	0	0	0
ENSG00000270742		2	0	0	4	14	22	0	0
NFIA-AS1		0	0	0	0	0	0	0	0
TM2D1		95	335	64	167	362	246	169	164
PATJ-DT		0	0	0	0	0	0	0	0
PATJ		96	347	128	156	470	345	242	140
RN7SL180P		0	0	0	0	0	0	6	0
USP1		235	508	100	246	531	500	234	332
DOCK7		177	217	82	158	382	373	161	180
ENSG00000270549		0	0	0	0	8	0	0	0
ANGPTL3		4	4	0	28	0	0	2	0
ENSG00000278967		0	0	0	6	4	8	12	0
RPL13AP9		0	30	0	0	0	0	0	0
DOCK7-DT		0	0	12	0	0	6	0	0
ATG4C		28	81	16	9	37	40	37	36
FOXD3-AS1		0	0	0	0	0	0	0	0
FOXD3		0	0	0	0	0	0	0	0
ALG6		18	19	12	56	48	81	40	6
ITGB3BP		80	30	19	56	66	80	39	30
EFCAB7		14	57	4	0	14	100	6	20
DLEU2L		0	0	0	0	20	0	6	4
PGM1		215	515	76	267	789	479	350	290
RN7SL130P		8	27	3	12	14	25	45	9
ROR1		264	858	178	287	1643	537	691	409
ENSG00000177452		6	84	12	0	28	8	45	18
CFL1P3		15	84	0	8	39	6	56	8
ENSG00000200508		0	14	0	0	12	0	0	28
ROR1-AS1		4	76	16	14	62	24	53	22
CACHD1		0	0	0	0	0	0	0	0
RAVER2		4	10	0	0	24	0	0	0
JAK1		817	1302	417	808	2443	1351	816	874
ENSG00000234784		8	0	0	0	0	0	4	0
LINC01359		0	2	0	2	2	0	0	0
ENSG00000272506		0	0	0	0	0	12	14	0
RNU6-1176P		0	4	0	0	0	0	0	0
MIR3671		0	0	0	0	0	0	0	0
MIR101-1		0	0	0	0	0	0	2	0
ENSG00000231485		8	0	0	10	0	14	24	5
AK4		0	2	1	2	0	26	0	0
DNAJC6		0	0	4	0	26	43	14	0
ENSG00000229294		0	2	0	0	0	0	0	0
LEPROT		67	275	20	92	361	297	187	106
LEPR		0	0	0	1	0	0	4	0
ENSG00000237852		0	0	0	0	0	0	0	0
ENSG00000224570		0	0	0	0	0	0	0	0
PDE4B		32	2	0	26	32	11	0	20
PDE4B-AS1		10	0	0	12	0	0	0	0
SGIP1		0	0	0	0	0	0	0	0
DNAI4		0	4	0	0	18	12	10	0
MIER1		156	397	47	295	468	267	191	190
SLC35D1		102	150	91	64	339	104	140	78
IL23R		0	0	0	0	0	0	0	0
IL12RB2		14	6	0	0	44	0	10	0
SERBP1		1067	1919	442	1602	3383	2488	1068	1108
GADD45A		198	572	252	337	583	680	305	417
GNG12		355	948	177	508	1434	846	742	440
RNU7-80P		0	0	0	0	0	0	6	0
GNG12-AS1		0	18	0	0	14	12	0	0
DIRAS3		0	0	0	2	0	0	0	0
WLS		200	371	54	306	646	383	182	209
CTBP2P8		60	6	0	18	0	25	0	23
MIR1262		6	0	0	0	0	4	8	0
DEPDC1		118	68	52	27	156	118	52	28
ENSG00000233589		0	0	0	0	0	0	0	2
DEPDC1-AS1		10	0	17	0	0	0	0	0
LRRC7		0	8	0	42	6	27	4	0
SGO1P1		0	4	0	0	0	0	0	0
RN7SL538P		0	0	0	0	1	0	0	0
LRRC40		65	67	16	36	38	43	58	21
RN7SL242P		0	2	0	1	0	0	0	1
SRSF11		478	826	307	418	1004	696	622	625
ENSG00000228988		29	0	0	0	0	0	6	0
ANKRD13C		91	207	77	163	562	275	263	182
